#chr1	x1	x2	chr2	y1	y2	P_val
chr5	33545000	33675000	chr5	33915000	33950000	1.376469997164623e-05
chr5	34155000	34260000	chr5	34445000	34480000	2.261210910210337e-09
chr5	34440000	34555000	chr5	34885000	34940000	2.8377279475083636e-06
chr5	35625000	35845000	chr5	35900000	35945000	4.778081344697865e-20
chr5	36140000	36285000	chr5	36670000	36725000	0.0013087053506775068
chr5	36690000	36785000	chr5	36850000	36895000	0.0004516344707507021
chr5	37760000	37880000	chr5	38170000	38215000	4.967940073894977e-06
chr5	38375000	38485000	chr5	38790000	38825000	6.866298965879922e-07
chr5	38920000	39005000	chr5	39060000	39095000	1.1347872226915158e-05
chr5	41660000	41765000	chr5	41825000	41860000	5.885915451446228e-12
chr5	43050000	43160000	chr5	43295000	43330000	0.0006621562027913447
chr5	43060000	43250000	chr5	43370000	43415000	0.0010347805785375964
chr5	43545000	43630000	chr5	44805000	44820000	0.005232936669758794
chr5	53375000	53520000	chr5	54200000	54245000	2.0486279789345852e-11
chr5	55250000	55425000	chr5	55675000	55720000	1.1774384873150718e-15
chr5	56040000	56095000	chr5	56145000	56150000	3.2000856566255055e-08
chr5	55895000	56015000	chr5	56175000	56230000	6.207159538959257e-10
chr5	56230000	56345000	chr5	56810000	56855000	1.7192079372969622e-08
chr5	57265000	57360000	chr5	58450000	58475000	8.657963749516276e-09
chr5	59150000	59240000	chr5	59360000	59395000	6.20130553116832e-06
chr5	59460000	59575000	chr5	59640000	59685000	2.9914012223502814e-06
chr5	62390000	62515000	chr5	62755000	62800000	2.056002347571018e-08
chr5	64570000	64680000	chr5	64765000	64810000	0.004561322646919583
chr5	64890000	65115000	chr5	65460000	65505000	0.018952870231896086
chr5	67140000	67260000	chr5	68235000	68290000	1.6246480256653988e-05
chr5	72325000	72450000	chr5	72500000	72545000	7.295374788515898e-21
chr5	73530000	73650000	chr5	73770000	73815000	6.769405819424691e-15
chr5	73865000	74090000	chr5	74620000	74665000	2.414784795521832e-12
chr5	74635000	74770000	chr5	74900000	74935000	1.6793660367539103e-09
chr5	75325000	75430000	chr5	75655000	75690000	1.3241954313379957e-07
chr5	76555000	76675000	chr5	76760000	76795000	4.088822350970165e-10
chr5	79030000	79205000	chr5	79445000	79490000	5.026511510677634e-06
chr5	82295000	82405000	chr5	83540000	83585000	4.1070582979350495e-05
chr5	86950000	87075000	chr5	87375000	87430000	2.914944288227251e-08
chr5	89250000	89350000	chr5	89420000	89455000	0.01683416666781627
chr5	90365000	90485000	chr5	90765000	90800000	6.515085733895338e-05
chr5	91160000	91290000	chr5	91360000	91405000	1.2890179185497807e-07
chr5	93545000	93660000	chr5	93775000	93820000	1.8143916965597673e-05
chr5	95780000	95965000	chr5	96315000	96360000	1.9370991463516724e-17
chr5	96315000	96410000	chr5	96580000	96625000	0.0018697237849729443
chr5	96695000	96860000	chr5	97140000	97195000	1.6963501691508387e-07
chr5	98850000	98970000	chr5	99010000	99055000	3.516931648039706e-18
chr5	103165000	103270000	chr5	103465000	103500000	2.501998945205273e-05
chr5	108575000	108670000	chr5	109460000	109495000	0.010005168054749398
chr5	111460000	111600000	chr5	112130000	112175000	6.776471952547692e-16
chr5	112165000	112260000	chr5	112400000	112445000	0.026923536299932275
chr5	112500000	112620000	chr5	112735000	112780000	1.1560745230010407e-05
chr5	113300000	113385000	chr5	113590000	113625000	0.009507003780470598
chr5	114285000	114390000	chr5	114425000	114470000	0.0002064878634840978
chr5	115550000	115675000	chr5	115815000	115860000	1.5177701384851236e-09
chr5	116505000	116610000	chr5	116930000	116965000	1.6807040870108206e-06
chr5	118535000	118635000	chr5	118775000	118810000	0.007544664576031463
chr5	119210000	119325000	chr5	119385000	119430000	5.550074226528784e-06
chr5	119435000	119550000	chr5	119725000	119780000	0.020853615801555543
chr5	123300000	123455000	chr5	123585000	123630000	7.882220251209976e-19
chr5	126625000	126735000	chr5	126755000	126810000	6.768450126242186e-13
chr5	131150000	131295000	chr5	131355000	131400000	1.7827246831925844e-17
chr5	132335000	132435000	chr5	132485000	132530000	8.182424668845926e-09
chr5	132505000	132615000	chr5	132800000	132855000	0.0001303336048347072
chr5	133985000	134070000	chr5	134135000	134160000	9.315363556020645e-13
chr5	134255000	134435000	chr5	134550000	134605000	5.335951187092646e-21
chr5	135405000	135510000	chr5	135535000	135580000	2.3651790203619532e-08
chr5	135850000	135930000	chr5	136205000	136230000	0.0003048513455519419
chr5	137275000	137385000	chr5	137475000	137520000	1.2512282794528415e-05
chr5	138555000	138635000	chr5	139255000	139280000	0.00022664455451396848
chr5	139740000	139890000	chr5	139945000	139990000	3.9951249219046076e-19
chr5	139935000	140105000	chr5	140130000	140185000	2.0464021009602785e-05
chr5	140175000	140275000	chr5	140335000	140380000	5.607219506535473e-05
chr5	141290000	141430000	chr5	141540000	141585000	1.0269077102298047e-19
chr5	142535000	142790000	chr5	142855000	142900000	6.568487460444721e-41
chr5	143155000	143475000	chr5	143800000	143845000	8.724527508745539e-26
chr5	146495000	146640000	chr5	146950000	146995000	2.4671522650979374e-12
chr5	147390000	147495000	chr5	147540000	147585000	0.0009354172041269438
chr5	147590000	147685000	chr5	147795000	147840000	0.0028953200193947517
chr5	149355000	149485000	chr5	149535000	149590000	2.7651772096752153e-06
chr5	149600000	149710000	chr5	149805000	149850000	9.404604340678534e-13
chr5	151405000	151520000	chr5	151630000	151675000	0.0018863612025177923
chr5	151785000	151880000	chr5	152125000	152160000	2.168669620374907e-06
chr5	152485000	152585000	chr5	153940000	153985000	0.0014778224134512567
chr5	154040000	154250000	chr5	154380000	154425000	1.1980587656469686e-10
chr5	154385000	154510000	chr5	154585000	154640000	2.2827722024366943e-08
chr5	157285000	157440000	chr5	157715000	157770000	5.592478360147901e-09
chr5	158645000	158800000	chr5	159075000	159130000	2.2918108873534465e-18
chr5	160150000	160260000	chr5	160320000	160365000	1.9087830558740543e-05
chr5	170175000	170260000	chr5	170410000	170435000	0.003916305325795089
chr5	171840000	171985000	chr5	172005000	172065000	1.9831114116475354e-05
chr5	172040000	172200000	chr5	172260000	172305000	1.71562176034697e-11
chr5	172660000	172785000	chr5	172910000	172955000	5.507986590432669e-25
chr5	173555000	173660000	chr5	173950000	173995000	7.069466563430562e-12
chr5	173965000	174125000	chr5	174290000	174335000	2.952613553070831e-17
chr5	177300000	177385000	chr5	177495000	177500000	0.001760927515876212
chr5	177455000	177525000	chr5	177590000	177605000	0.010270796494684743
chr5	180265000	180350000	chr5	180460000	180495000	0.021941766777621455
chr6	570000	615000	chr6	710000	840000	0.00010240381091444773
chr6	780000	815000	chr6	1345000	1450000	1.0750138369537499e-06
chr6	1580000	1625000	chr6	2105000	2480000	4.955824836893533e-28
chr6	3250000	3295000	chr6	3930000	4045000	0.0015478342923255096
chr6	3720000	3765000	chr6	3905000	4060000	1.0424484110858527e-15
chr6	4760000	4795000	chr6	4875000	4965000	1.6132075067637454e-05
chr6	5120000	5165000	chr6	5310000	5440000	2.5750312032918645e-11
chr6	5450000	5485000	chr6	5745000	5895000	0.03809926200605692
chr6	6025000	6080000	chr6	6485000	6590000	0.0004549427005816624
chr6	7700000	7745000	chr6	7960000	8090000	9.76413630698799e-11
chr6	7890000	7925000	chr6	7950000	8045000	6.351411067182429e-14
chr6	10495000	10550000	chr6	10660000	10795000	6.969609224658119e-06
chr6	10935000	10980000	chr6	11010000	11110000	1.9047329679494236e-07
chr6	11110000	11155000	chr6	11495000	11595000	8.567907331823464e-06
chr6	13320000	13355000	chr6	13525000	13640000	5.0742253331606527e-08
chr6	13895000	13940000	chr6	13985000	14080000	0.001253247433121316
chr6	15230000	15275000	chr6	15395000	15510000	2.3848814678937474e-07
chr6	15670000	15715000	chr6	16105000	16245000	3.7437012984864787e-28
chr6	17130000	17185000	chr6	17495000	17625000	0.00016165505065736613
chr6	20265000	20310000	chr6	20475000	20570000	0.001639394701436965
chr6	20390000	20425000	chr6	20465000	20550000	3.8781824777968626e-05
chr6	24825000	24880000	chr6	24970000	25110000	6.615001712878538e-16
chr6	25250000	25295000	chr6	25445000	25590000	5.28107995526398e-23
chr6	26310000	26355000	chr6	26475000	26620000	1.6450319924272297e-35
chr6	26610000	26615000	chr6	27055000	27125000	8.478376190659857e-11
chr6	27120000	27165000	chr6	27790000	27930000	2.3395425939374362e-18
chr6	28120000	28155000	chr6	28215000	28415000	7.231671630962168e-09
chr6	28815000	28860000	chr6	28945000	29040000	3.2191092744891984e-05
chr6	29825000	29870000	chr6	29960000	30075000	1.2955218352860538e-11
chr6	30200000	30245000	chr6	30320000	30445000	0.0003602062072302558
chr6	30465000	30510000	chr6	30535000	30670000	1.2061853590369615e-17
chr6	31640000	31695000	chr6	31850000	31955000	0.025181206110558234
chr6	32240000	32255000	chr6	32360000	32435000	2.3002680842431625e-06
chr6	32420000	32435000	chr6	32675000	32775000	4.454847109686723e-22
chr6	32860000	32905000	chr6	32925000	33025000	5.017903390459447e-07
chr6	32990000	33035000	chr6	33060000	33270000	2.0437906163607146e-59
chr6	34970000	35005000	chr6	35090000	35220000	4.981725536623754e-05
chr6	36105000	36150000	chr6	36295000	36410000	0.009434184985425675
chr6	36595000	36640000	chr6	36665000	36825000	2.8930406378973926e-56
chr6	37020000	37080000	chr6	37105000	37290000	1.2897531605272922e-22
chr6	39130000	39185000	chr6	39250000	39360000	4.4563407225633524e-05
chr6	39350000	39405000	chr6	39785000	39945000	3.985400822150092e-12
chr6	41360000	41415000	chr6	41595000	41710000	2.1525572281446788e-05
chr6	41460000	41475000	chr6	41535000	41610000	7.287391182210403e-09
chr6	42640000	42685000	chr6	42825000	42935000	4.461978333345443e-11
chr6	43250000	43285000	chr6	43340000	43520000	1.826149786007436e-10
chr6	46065000	46120000	chr6	46360000	46485000	0.03560991489909315
chr6	47390000	47435000	chr6	47545000	47770000	1.6307693649152818e-15
chr6	47615000	47650000	chr6	47710000	47815000	5.24400357582251e-13
chr6	50790000	50835000	chr6	51950000	52065000	0.00012369704627567465
chr6	52145000	52180000	chr6	52205000	52300000	1.2044321924924271e-17
chr6	52265000	52310000	chr6	52345000	52455000	1.188288498709698e-15
chr6	52390000	52435000	chr6	52500000	52715000	8.808921566120813e-29
chr6	53145000	53190000	chr6	53385000	53535000	1.351905668403236e-36
chr6	56335000	56380000	chr6	56525000	56655000	4.898568764643054e-11
chr6	63330000	63375000	chr6	63710000	63805000	0.0011484081227425569
chr6	70680000	70725000	chr6	70840000	70965000	1.971171213069087e-09
chr6	71360000	71405000	chr6	71460000	71560000	0.01513683889114328
chr6	72400000	72435000	chr6	73120000	73235000	4.336640600361872e-09
chr6	72595000	72640000	chr6	73060000	73200000	9.326628541747743e-13
chr6	73495000	73540000	chr6	73570000	73665000	0.0024807434643132203
chr6	82235000	82280000	chr6	82990000	83090000	0.0006691675885909372
chr6	83210000	83245000	chr6	83450000	83570000	3.646583068668271e-12
chr6	83855000	83910000	chr6	84160000	84285000	6.150856619143488e-08
chr6	84410000	84445000	chr6	84695000	84785000	0.04887168198867246
chr6	85335000	85380000	chr6	85440000	85630000	3.000607596003391e-24
chr6	87120000	87165000	chr6	87215000	87310000	3.901735747257796e-05
chr6	88950000	88995000	chr6	89250000	89400000	0.0003751811737142886
chr6	89425000	89440000	chr6	89575000	89650000	1.319566941238323e-11
chr6	89920000	89955000	chr6	90420000	90530000	8.025204176146381e-05
chr6	96610000	96645000	chr6	96830000	96945000	0.00024945900553335215
chr6	99450000	99495000	chr6	99665000	99810000	0.0002772766088903694
chr6	100085000	100140000	chr6	100430000	100745000	8.283004986126562e-14
chr6	105065000	105110000	chr6	105340000	105465000	1.8035953091498535e-12
chr6	106070000	106115000	chr6	106210000	106315000	5.13792993324465e-05
chr6	106420000	106465000	chr6	106515000	106645000	5.839008053195512e-05
chr6	108090000	108145000	chr6	108455000	108560000	0.002144950229435349
chr6	108525000	108570000	chr6	108720000	109100000	2.824245388047502e-56
chr6	109170000	109215000	chr6	109330000	109465000	1.872463562397206e-12
chr6	110505000	110550000	chr6	110925000	111065000	2.6583319184982955e-09
chr6	110665000	110700000	chr6	110865000	110995000	1.0031565424114153e-10
chr6	111235000	111280000	chr6	111495000	111670000	3.778284520158527e-07
chr6	111690000	111735000	chr6	111950000	112080000	1.0848256110225358e-23
chr6	112155000	112200000	chr6	112280000	112395000	1.1829893341635182e-05
chr6	113280000	113335000	chr6	113830000	113940000	8.587145031692458e-05
chr6	116260000	116305000	chr6	116435000	116605000	9.957917135853092e-25
chr6	118265000	118310000	chr6	118475000	118605000	5.622779853408339e-05
chr6	118940000	118995000	chr6	119050000	119165000	1.1224632937203457e-05
chr6	122360000	122415000	chr6	122455000	122570000	9.714606610200226e-08
chr6	122710000	122755000	chr6	122790000	122900000	0.00013449060788048802
chr6	125290000	125335000	chr6	125690000	125815000	8.054910456864174e-13
chr6	125760000	125805000	chr6	125910000	126030000	0.00013696084825431438
chr6	129580000	129615000	chr6	129680000	129795000	1.3688600757411182e-25
chr6	130300000	130345000	chr6	130695000	130870000	2.6204651122164887e-07
chr6	130865000	130910000	chr6	131060000	131205000	1.342451901846151e-21
chr6	131175000	131210000	chr6	131520000	131605000	0.029152742188450893
chr6	131900000	131945000	chr6	132175000	132270000	0.007556321816573898
chr6	132275000	132330000	chr6	132390000	132555000	1.3598386138873919e-25
chr6	132505000	132550000	chr6	132710000	132855000	3.6133160132079903e-13
chr6	132655000	132690000	chr6	132730000	132835000	1.8588421735640352e-09
chr6	133900000	133955000	chr6	134035000	134150000	2.5885261308287247e-08
chr6	134150000	134195000	chr6	134540000	134695000	1.1120452797980386e-13
chr6	137070000	137115000	chr6	137165000	137355000	2.4926404800023465e-42
chr6	137685000	137730000	chr6	137815000	138025000	8.84598845976179e-26
chr6	138095000	138140000	chr6	138405000	138600000	0.014657875609758963
chr6	138405000	138450000	chr6	138490000	138620000	2.31230254795491e-07
chr6	138575000	138610000	chr6	138690000	138805000	2.518934251597105e-11
chr6	138800000	138835000	chr6	138925000	139060000	3.136116890707231e-11
chr6	142670000	142715000	chr6	143015000	143145000	0.00011396369874775967
chr6	143550000	143595000	chr6	143955000	144080000	2.2258139672798947e-05
chr6	144080000	144125000	chr6	144175000	144295000	0.001307540935070738
chr6	148550000	148595000	chr6	148900000	149020000	1.294693638175123e-07
chr6	149005000	149060000	chr6	149435000	149575000	2.5918958418803574e-05
chr6	149555000	149590000	chr6	149670000	149760000	0.011341287037080514
chr6	150060000	150105000	chr6	150290000	150420000	4.267580657827205e-10
chr6	150400000	150445000	chr6	150720000	150865000	9.552883239560762e-13
chr6	150860000	150915000	chr6	151305000	151410000	0.0014522160090313845
chr6	154135000	154180000	chr6	154240000	154440000	2.5033605391893275e-16
chr6	154655000	154700000	chr6	154845000	154995000	8.05356995239939e-06
chr6	154910000	154945000	chr6	155115000	155250000	4.125309497902101e-07
chr6	155160000	155195000	chr6	155245000	155340000	1.9252712979932707e-05
chr6	155305000	155350000	chr6	155470000	155755000	7.106408493975295e-12
chr6	157740000	157785000	chr6	157820000	157935000	1.1252547473281935e-09
chr6	158200000	158245000	chr6	158445000	158715000	1.6566815516457432e-44
chr6	158985000	159030000	chr6	159085000	159190000	1.21766206503147e-16
chr6	159155000	159190000	chr6	159610000	159700000	3.5143035825704e-07
chr6	160125000	160160000	chr6	160400000	160500000	0.0009542122035603593
chr6	165425000	165460000	chr6	165790000	165890000	0.00037263670508664334
chr6	166760000	166805000	chr6	166910000	167230000	4.1806735614720626e-23
chr6	167045000	167050000	chr6	167095000	167150000	4.36324196267528e-06
chr6	135000	250000	chr6	370000	415000	2.368595233100671e-15
chr6	1585000	1670000	chr6	2090000	2125000	0.0005990175968924296
chr6	2060000	2255000	chr6	2335000	2370000	8.004871065477128e-11
chr6	3035000	3160000	chr6	3235000	3280000	2.235968201895162e-05
chr6	5035000	5140000	chr6	5380000	5425000	4.944167500025295e-05
chr6	6635000	6775000	chr6	7220000	7265000	5.367442583318867e-13
chr6	7220000	7355000	chr6	7585000	7630000	2.948522925206273e-12
chr6	7695000	7820000	chr6	7980000	8035000	2.46469581215651e-05
chr6	10440000	10530000	chr6	10780000	10815000	1.375039833835329e-08
chr6	10795000	10945000	chr6	11050000	11095000	0.002877748276782601
chr6	11100000	11215000	chr6	11485000	11520000	8.810092773827509e-17
chr6	11555000	11650000	chr6	12265000	12310000	0.0007938461615110568
chr6	11975000	12375000	chr6	12580000	12625000	4.361951896593741e-22
chr6	13775000	13915000	chr6	14040000	14085000	1.1357802008285057e-05
chr6	13990000	14080000	chr6	14125000	14160000	4.717031605659183e-10
chr6	15455000	15550000	chr6	15605000	15640000	1.7039542878412516e-07
chr6	16265000	16380000	chr6	16745000	16790000	0.0006297685015325179
chr6	16750000	16845000	chr6	16940000	16985000	0.005637980036359053
chr6	18255000	18385000	chr6	18480000	18525000	2.170075072710441e-15
chr6	20210000	20310000	chr6	20510000	20555000	0.010336380261822915
chr6	20525000	20630000	chr6	21570000	21615000	9.393471532332303e-05
